Genome	PSM count	Peptide count	Unique peptide count	GTDB_Name	GTDB_Rank	GTDB_Superkingdom	GTDB_Kingdom	GTDB_Phylum	GTDB_Class	GTDB_Order	GTDB_Family	GTDB_Genus	GTDB_Species	NCBI_Name	NCBI_Rank	NCBI_Superkingdom	NCBI_Kingdom	NCBI_Phylum	NCBI_Class	NCBI_Order	NCBI_Family	NCBI_Genus	NCBI_Species	Intensity 10_18	Intensity 10_9	Intensity 11_18	Intensity 11_9	Intensity 12_18	Intensity 12_9	Intensity 13_18	Intensity 13_9	Intensity 14_18	Intensity 14_9	Intensity 15_18	Intensity 15_9	Intensity 16_18	Intensity 16_9	Intensity 17_18	Intensity 17_9	Intensity 18_18	Intensity 18_9	Intensity 9_18	Intensity 9_9
MGYG000301865	4084	344	107	RUG114 sp900315615	Species	Bacteria		Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	RUG114	RUG114 sp900315615	Veillonellaceae	Family	Bacteria		Firmicutes	Negativicutes	Veillonellales	Veillonellaceae			8.635433666666667E7	7633320.0	1.0856466016666667E9	4268972.5	4.2115486666666664E7	4092909.1666666665	4.5920109E8	5911927.5	7.466491583333333E7	6880730.5	1.5024129666666666E8	1.12110555E7	1.1456110916666667E8	1.1500379166666666E7	3.632586283333333E8	8656699.0	2.9401636666666668E7	1.6596236E7	9.313317333333333E7	4203560.0
MGYG000300412	1918	89	17	Succiniclasticum sp900544275	Species	Bacteria		Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Succiniclasticum	Succiniclasticum sp900544275	Succiniclasticum	Genus	Bacteria		Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Succiniclasticum		3020260.0	96526.0	2.58248E7	0.0	0.0	1143000.0	9160390.0	0.0	1.668418E7	0.0	4.554476E7	0.0	8.180106E8	0.0	2.81921E7	0.0	1464700.0	836330.0	1491000.0	0.0
MGYG000300533	99	8	1	UMGS1540	Family	Bacteria		Firmicutes_A	Clostridia	UMGS1883	UMGS1540													1116571.4285714286	1367300.0	3671457.1428571427	0.0	0.0	0.0	1455571.4285714286	0.0	1.6653E7	0.0	2097535.7142857146	0.0	7885842.857142857	0.0	424085.71428571426	0.0	258285.7142857143	0.0	3072228.5714285714	0.0
MGYG000300655	313	14	3	Borkfalkiaceae	Family	Bacteria		Firmicutes_A	Clostridia	Christensenellales	Borkfalkiaceae													1.81132E7	0.0	653480.0	0.0	2135000.0	0.0	0.0	0.0	0.0	0.0	4118700.0	0.0	7183300.0	0.0	4439500.0	0.0	1.0726E7	0.0	709520.0	0.0
MGYG000299738	124	9	1	Enterousia	Genus	Bacteria		Proteobacteria	Alphaproteobacteria	Rs-D84	Rs-D84	Enterousia												0.0	634510.0	3886100.0	0.0	0.0	0.0	3528100.0	2276800.0	1910000.0	0.0	5882400.0	0.0	4270900.0	0.0	0.0	0.0	0.0	786510.0	0.0	0.0
MGYG000301503	9218	895	83	Faecalibacterium prausnitzii_M	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii_M	Faecalibacterium	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium		1.1995598580909092E9	4.376458640909091E7	5.0430377781818175E8	5.510959266666667E7	4.440661516060606E8	3.4236183E7	4.73523988E8	4.2936386666666664E7	4.490937793787879E8	3.785508300000001E7	7.088512233787879E8	6.4266676E7	7.829398814090909E8	1.8236081233333334E8	7.848747305000001E8	4.5246695E7	6.968461701363636E8	3.3481891333333336E7	7.561095321666667E8	2.1297453E7
MGYG000301506	1865	98	16	Ruminococcus_E sp900314705	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E sp900314705	Ruminococcus	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus		6.236092E7	207220.0	8.200676333333333E7	0.0	9.81208925E7	1032700.0	3.8301338333333336E7	1000400.0	1.0768170833333333E8	81754.0	1.8712041416666666E8	0.0	7.747557666666667E7	275050.0	8.164630166666667E7	692170.0	5.8888683333333336E7	228980.0	5.4927633333333336E7	1229700.0
MGYG000302958	642	35	5	UBA1740	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	CAG-272	UBA1740												366050.0	770930.0	1.69895E7	0.0	1415500.0	0.0	3109300.0	308920.0	1.76249E7	0.0	219910.0	255640.0	4026600.0	0.0	382250.0	1063600.0	4816300.0	1050300.0	1547900.0	0.0
MGYG000301861	2335	156	21	CAG-170 sp004555655	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170 sp004555655	Eubacteriales	Order	Bacteria		Firmicutes	Clostridia	Eubacteriales				9.394422909645909E7	286577.5	3.1572916666666668E7	337700.0	2.321608342857143E8	0.0	3.6141737301587306E7	0.0	3.7814355158730164E7	252630.0	2.445367142857143E7	0.0	2.3176062777777776E7	182752.5	8646845.714285715	0.0	9261585.714285715	288425.0	2.281849644078144E7	0.0
MGYG000300651	535	22	1	RGIG3102	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	RGIG3102												302153.07692307694	0.0	435349.23076923075	0.0	401807.6923076923	0.0	192140.0	1504800.0	312660.0	0.0	94943.0	0.0	343292.3076923077	0.0	282080.0	0.0	248350.0	0.0	768715.3846153846	0.0
MGYG000301508	20512	1745	343	Lactobacillus delbrueckii_B	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus delbrueckii_B	Lactobacillus delbrueckii	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus delbrueckii	9.565103128333334E8	3.04319085E8	5.690631029999999E8	7.35068E7	3.296251458333333E9	2.4589598840000005E9	6.206545883333333E8	1.3264473E8	8.660087828333334E8	7.9258651E7	5.47922035E8	5.12838892E8	5.483595906666666E8	7.646687126666666E8	1.2649676441666667E9	4.861794E7	1.3651121973333333E9	2.9062454968333335E9	1.9385736761666665E9	6.30211378E8
MGYG000299977	723	17	1	JAAZCI01 sp012513365	Species	Bacteria		Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Wohlfahrtiimonadaceae	JAAZCI01	JAAZCI01 sp012513365	Xanthomonadaceae	Family	Bacteria		Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae			9977300.0	0.0	0.0	0.0	0.0	0.0	2804900.0	0.0	0.0	0.0	3166800.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4809900.0	0.0
MGYG000300300	936	84	6	Bifidobacterium pseudolongum	Species	Bacteria		Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudolongum	Bifidobacterium pseudolongum	Species	Bacteria		Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudolongum	4892125.0	551050.0	1.1602075E7	4352117.5	563707.5	1735477.5	1.4953425E7	8243775.0	1.8798775E7	1293825.0	1.21097E7	612175.0	5416025.0	5141327.5	9684400.0	870950.0	7092235.0	2.2079775E7	4385765.0	932417.5
MGYG000301874	990	46	7	Anaerococcus	Genus	Bacteria		Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Anaerococcus												2.504745E7	719170.0	1.78969E7	476510.0	0.0	0.0	8.00848E7	0.0	6.044956E7	0.0	8535300.0	0.0	2.70106E7	1174700.0	2.843301E7	0.0	8010740.0	0.0	3.005041E7	0.0
MGYG000301997	696	27	2	CAG-605	Genus	Bacteria		Firmicutes	Bacilli	RF39	UBA660	CAG-605												0.0	0.0	471500.0	0.0	0.0	0.0	0.0	0.0	1349000.0	0.0	946700.0	0.0	620530.0	0.0	0.0	0.0	0.0	0.0	1339500.0	0.0
MGYG000301512	902	33	3	Dermatophilus	Genus	Bacteria		Actinobacteriota	Actinomycetia	Actinomycetales	Dermatophilaceae	Dermatophilus												4171320.0	0.0	3.46806E7	0.0	1024500.0	2122800.0	5.307741E7	0.0	5.69757E7	0.0	1.930575E8	1191900.0	4.376675E7	0.0	3.547646E7	0.0	2460150.0	0.0	2206690.0	745350.0
MGYG000300545	391	20	3	UMGS1590 sp900759105	Species	Bacteria		Firmicutes_B	Peptococcia	Peptococcales	Peptococcaceae	UMGS1590	UMGS1590 sp900759105	Peptococcaceae	Family	Bacteria		Firmicutes	Clostridia	Eubacteriales	Peptococcaceae			2057800.0	0.0	36981.0	0.0	9394278.0	0.0	3955442.222222222	0.0	2082443.0	0.0	5076600.0	0.0	348927.0	0.0	3463900.0	0.0	3174540.0	106360.0	1.2379731111111112E7	0.0
MGYG000302967	738	103	9	Alloprevotella	Genus	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella												4.9750659166666664E7	6145966.666666667	6.726142666666667E7	8414323.333333334	5.175523733333333E7	0.0	5.4360733333333336E7	602700.0	2.7077409166666668E7	1.1709E7	4.835208333333333E7	0.0	1.9033676666666664E7	2134600.0	6.73477075E7	0.0	5.6206033333333336E7	2667200.0	2.311977E7	0.0
MGYG000301878	1551	83	4	UBA3818 sp900557155	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA3818	UBA3818 sp900557155	Oscillospiraceae	Family	Bacteria		Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae			2.6500110801963992E7	0.0	6086115.0	732180.0	1.03535415E8	1546995.0	7496785.957446809	5514500.0	8750174.40425532	700190.0	1.0953235E7	47899.0	6897347.382978723	736760.0	7854353.404255319	609990.0	7625945.0	2194300.0	8017031.955810147	642200.0
MGYG000302846	2596	53	4	Dorea_A	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea_A												0.0	0.0	0.0	0.0	2.0384E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.07078E7	5157200.0	0.0	0.0	0.0	0.0	0.0
MGYG000300306	766	44	3	Porcincola sp900555005	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Porcincola	Porcincola sp900555005	Lachnospiraceae	Family	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae			1.448975142857143E7	0.0	1.6235542857142856E7	0.0	2.616832142857143E7	0.0	8942300.0	21104.285714285714	1.3826242857142856E7	602450.0	2.6581914285714284E7	1348800.0	3.2401E7	0.0	6153605.714285715	0.0	2.339912142857143E7	0.0	3.809865428571428E7	0.0
MGYG000301879	13510	1248	188	Agathobacter sp900543445	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter sp900543445	Lachnobacterium	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnobacterium		1.688341416448413E9	9.237814714285713E7	2.0461702459920638E9	6.476478285714286E7	5.475135522857143E8	5.7461684166666664E7	2.3428128075793653E9	1.550857381666667E8	2.1873469548373017E9	6.2051355E7	1.5377836249404762E9	2.571375238095238E7	1.0483534798015872E9	7.2614685E7	1.6804378203769844E9	4.7350351071428575E7	1.0956359505183146E9	7.252383757142857E7	1.0842161125079367E9	5.0279991428571425E7
MGYG000300428	1912	100	43	Intestinibaculum porci	Species	Bacteria		Firmicutes	Bacilli	Erysipelotrichales	Coprobacillaceae	Intestinibaculum	Intestinibaculum porci	Erysipelotrichaceae	Family	Bacteria		Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae			4.5963053333333336E7	3.9652272666666664E7	2.3361633966666666E8	7844220.0	9.367069666666667E7	1.0886329E8	1.594551146666667E8	1.2416594E7	9.031439533333333E7	4727280.0	1.362437033333333E8	1.17261683E8	7.874531066666667E7	5.076289E7	1.0518699333333333E8	9961650.0	7.27092E7	7461333.333333333	5.9643118333333336E7	3.114013E7
MGYG000300549	626	12	2	Berryella intestinalis	Species	Bacteria		Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Berryella	Berryella intestinalis	Adlercreutzia	Genus	Bacteria		Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia		0.0	0.0	0.0	2.7518E7	0.0	0.0	0.0	0.0	0.0	1870900.0	0.0	0.0	0.0	1264700.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG000302729	5130	339	51	COE1 sp001916965	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	COE1 sp001916965	Roseburia	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia		6.4476820416666664E7	5310950.0	1.481369511111111E8	4270490.0	3.0803275E7	4655100.0	1.603183391666667E8	5088170.0	5.642266534722222E8	5586990.0	1.2537089875E8	2516970.0	6.40241425E7	5938730.0	5.341956625E7	5295200.0	4.475807E7	8544110.0	1.8379152416666666E8	4297450.0
MGYG000301645	2440	135	6	Eubacterium_I	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_I												1.215295E7	1468935.0	8206000.0	0.0	8952665.0	0.0	1.72239E7	0.0	2.80744E7	0.0	8146150.0	0.0	5.196245E7	0.0	4874400.0	0.0	4266200.0	0.0	1.302445E7	0.0
MGYG000301524	344	30	5	Erysipelotrichaceae	Family	Bacteria		Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae													4.490075E7	2146800.0	3.690485E7	0.0	2.15525E7	0.0	7.77241E7	0.0	2.89376E7	0.0	4.0653E7	0.0	1.37973E7	0.0	4.32416E7	0.0	2.27781E7	0.0	8.304045E7	0.0
MGYG000301886	537	35	5	UBA1259	Genus	Bacteria		Firmicutes_A	Clostridia	Christensenellales	Borkfalkiaceae	UBA1259												6.4978E7	269530.0	8163400.0	0.0	3112600.0	0.0	3.8172E7	0.0	0.0	0.0	0.0	0.0	3.70358E7	0.0	0.0	0.0	0.0	0.0	2.8871E7	0.0
MGYG000299719	300	9	2	Lachnospiraceae	Family	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae													0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3329500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG000302735	8102	1023	565	Alloprevotella sp004557185	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella sp004557185	Bacteria	Subkingdom	Bacteria								5.54549221E9	1.14217494E8	1.2130920216666667E9	1.0440913E8	5.9807598E8	5.027902E7	1.51263857E9	1.4731315E8	1.3774337983333333E9	8.3215522E7	9.868042466666666E8	5.927185E7	7.58426996E8	7.5456E7	1.6049772733333335E9	6.011023E7	6.824613866666667E8	5.572421E7	1.1680127823333335E9	6.74314E7
MGYG000301880	2737	116	16	UBA4372 sp004559785	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA4372	UBA4372 sp004559785	Bacteria	Subkingdom	Bacteria								3.914533809523809E7	1923560.0	4.12246169047619E7	0.0	1.186847E7	2867740.0	3.7052544047619045E8	0.0	6.0928633333333336E7	6048600.0	2.3644980952380955E7	0.0	4.8350346666666664E7	396300.0	3.4056951428571425E7	362930.0	2.380973E7	0.0	4.613276428571428E7	0.0
MGYG000302851	53614	4852	1352	Prevotella sp900546535	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900546535	Prevotella	Genus	Bacteria		Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella		1.9239599415335506E10	9.705869506904761E8	2.9893281261944447E10	2.0262678079393935E9	2.901510877279293E10	1.646278692142857E9	2.274153952296175E10	1.7492927106818182E9	1.8691304587915222E10	1.628205942121212E9	1.8393720041053757E10	8.169330739848484E8	2.2153107619819614E10	7.688288503160174E8	2.381500590667389E10	3.934548870584415E8	2.026820752158333E10	4.954448609545455E8	2.094692823228428E10	1.4816706316477273E9
MGYG000300310	749	37	1	Clostridium_AQ innocuum	Species	Bacteria		Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Clostridium_AQ	Clostridium_AQ innocuum	[Clostridium] innocuum	Species	Bacteria		Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	[Clostridium] innocuum	6835026.666666666	0.0	2311100.0	0.0	0.0	0.0	4757400.0	0.0	5911333.333333334	0.0	528033.3333333334	0.0	3910333.3333333335	0.0	1430833.3333333335	0.0	0.0	0.0	3306633.3333333335	0.0
MGYG000301882	254	11	1	HGM11367 sp900768425	Species	Bacteria		Firmicutes_A	Clostridia	Christensenellales	UBA1242	HGM11367	HGM11367 sp900768425	Clostridia	Class	Bacteria		Firmicutes	Clostridia					2539200.0	0.0	0.0	0.0	4890500.0	0.0	0.0	0.0	4579800.0	0.0	2.7813E7	0.0	1.8653E7	0.0	1.4968E7	0.0	2.5942E7	0.0	7996100.0	0.0
MGYG000302985	2687	230	17	Faecousia	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia												1.6972480965201464E8	2.462725E7	8.19908280952381E7	6405900.0	4.7564995E7	808010.0	1.6075282999999997E8	2.267964E7	1.4311633704761904E8	1886745.0	6.515469071428572E7	2.1377E7	5.155951199999999E7	4.07922E7	1.6024486666666668E7	6297900.0	2.1988745E7	998799.2142857143	7.019826961538461E7	1525400.0
MGYG000301412	2990	151	22	Ruminococcus_E sp003521625	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E sp003521625	Ruminococcus	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus		1.1455179142857143E8	3978380.0	7.72141811904762E7	1.900342E7	2.724593392857143E7	0.0	1.735124683333333E8	715744.2857142857	1.788892311904762E8	5477580.0	7.740320345238096E7	8226550.0	9.246698666666667E7	1749090.0	8.163878738095239E7	2314900.0	6.265987976190477E7	8393122.0	1.2221195761904761E8	3168200.0
MGYG000301774	4698	292	21	CAG-194 sp000432915	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-194	CAG-194 sp000432915	Lachnospiraceae	Family	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae			7.824697769756839E7	925030.0	6.91029261904762E7	4.9683863333333336E7	4.044274880952381E7	9057790.0	4.6432538338399194E7	2755133.3333333335	6.654742757092198E7	6596200.0	6.891009202380951E7	2.5000133333333332E7	5.642416233535968E7	842866.6666666667	1.1465527673758864E8	2869341.6666666665	3.363802619047619E7	1.35365E7	5.779819043566362E7	1180600.0
MGYG000302503	4372	384	45	Blautia_A	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A												2.4991498069372296E8	5.14569E7	4.3747439896103895E8	6.65977075E7	1.2986471219696969E8	8.602932E7	3.977919868326118E8	8.90816525E7	4.43908368030303E8	1.0320118E8	2.5507847147186145E8	8.8641005E7	2.141399261904762E8	2.886705E7	1.884836898809524E8	4829690.0	9.953208904761904E7	1.95585775E7	4.892293831219336E8	3.263956E7
MGYG000301413	2587	190	23	Eubacterium_F	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F												2.017213311828449E8	3480493.0	1.6583553852258852E8	6.992031E7	2.0898963697802195E8	2178285.7142857146	2.2015996315934065E8	2.94434E7	1.840561211584249E8	2.22997E7	1.4091487422619048E8	2.322317142857143E7	1.711643259004884E8	4800057.142857143	1.2599568208028084E8	2739500.0	4.541941428571428E7	4932085.714285715	1.4667616823565325E8	1423748.5714285714
MGYG000300326	31762	4520	2635	Lactobacillus porci	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus porci	Lactobacillus	Genus	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		7.600062772233333E9	2.518616281E9	6.229924347000001E9	1.705893531E9	1.2452728883333332E10	1.3124573434000002E10	9.601302148333332E9	1.611835568E9	8.875325886333334E9	1.697036287E9	7.499376284999999E9	7.470185362E9	5.536537364666667E9	5.539131837666667E9	9.909665354166666E9	3.84919899E8	1.0672928029333334E10	3.4876280261833336E10	1.5575506783166668E10	5.540937822E9
MGYG000301537	1872	117	8	Faecousia	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia												3983600.0	0.0	4.40055E7	0.0	0.0	0.0	3372300.0	0.0	1.4592E7	0.0	0.0	0.0	1002400.0	0.0	353090.0	0.0	0.0	0.0	9426000.0	0.0
MGYG000301658	3162	196	24	Faecalicoccus pleomorphus	Species	Bacteria		Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalicoccus	Faecalicoccus pleomorphus	Faecalicoccus pleomorphus	Species	Bacteria		Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalicoccus	Faecalicoccus pleomorphus	8.41836388888889E7	92138.88888888889	5.510007888888889E7	1969563.3333333335	8.824293088888888E8	1.3460211111111112E7	5.281358444444445E7	9417222.222222222	4.642257E7	2049704.4444444445	4.7030022222222224E7	1.4692E7	3.1611756666666668E7	172754.44444444444	1.2972870888888888E8	0.0	7.9972165E7	85156.0	9.812365E7	4159055.5555555555
MGYG000300448	2146	145	47	Butyricicoccus_A porcorum	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus_A	Butyricicoccus_A porcorum	Butyricicoccus porcorum	Species	Bacteria		Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Butyricicoccus	Butyricicoccus porcorum	1.662743E7	3561085.0	2.634572E7	0.0	1.71606E7	2632800.0	3.8839063E8	5523800.0	5.759125E7	2699800.0	9029880.0	1383190.0	7235770.0	2326310.0	1.406284E7	5808960.0	4846140.0	5301400.0	8.229596E7	2358000.0
MGYG000302506	385	6	1	F23-B02 sp004556755	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	F23-B02	F23-B02 sp004556755	Oscillospiraceae	Family	Bacteria		Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae			1818100.0	540840.0	0.0	4444000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1189700.0	0.0	3521300.0	0.0	0.0	0.0	0.0	0.0
MGYG000301652	1800	68	6	Streptococcus	Genus	Bacteria		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus												1.5853243333333332E7	1276916.6666666665	1.0302766666666666E7	6.1137133333333336E7	6.789106666666666E7	2.4591873333333332E7	2.6848233333333332E7	1.7409983333333336E7	2.30967E7	9777840.0	1.764853E7	5.4324866666666664E7	2.32374E7	2.2953266666666664E7	8.82021E7	1910933.3333333335	6154133.333333333	2900300.0	2.3561233333333336E7	5242133.333333333
MGYG000300562	1905	130	22	Roseburia hominis	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia hominis	Roseburia	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia		5.018444285714286E7	3379957.1428571427	4.845826E7	1268880.0	3215514.285714286	0.0	8.118747936507936E7	1836500.0	3.221295714285714E7	0.0	3925985.7142857146	3825995.714285714	3.058603857142857E7	3520959.285714286	2.041299285714286E7	2620238.5714285714	1.98953E7	1158078.5714285714	1.341689111111111E8	833890.0
MGYG000302508	2138	120	12	SIG427	Genus	Bacteria		Firmicutes_A	Clostridia	UBA1212	SIG427	SIG427												6.404021E7	0.0	6832600.0	4364750.0	0.0	0.0	1.913135E7	258355.0	5603000.0	0.0	1.42335E7	209060.0	8952750.0	3561950.0	1.47115E7	92065.0	1.3168E7	0.0	1.38745E7	0.0
MGYG000301419	163	9	1	Ruminococcus sp016303195	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	Ruminococcus sp016303195	Oscillospiraceae	Family	Bacteria		Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae			4332300.0	0.0	3157500.0	0.0	0.0	0.0	5011400.0	0.0	3426100.0	0.0	3501700.0	6109800.0	2.0185E8	0.0	2258800.0	0.0	0.0	0.0	1.5069E7	0.0
MGYG000299961	423	25	4	Psychrobacillus sp012843435	Species	Bacteria		Firmicutes	Bacilli	Bacillales_A	Planococcaceae	Psychrobacillus	Psychrobacillus sp012843435	Psychrobacillus	Genus	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Psychrobacillus		1901110.0	1646900.0	4088400.0	2779960.0	3210600.0	6618000.0	2924900.0	2183000.0	1863000.0	0.0	5282600.0	1.14016E7	3011100.0	3440300.0	851980.0	0.0	1012600.0	2935900.0	1961200.0	1677000.0
